id,betweenness,closeness,degree,eigenvector,page,clustering,katz
0,0.0,,0.0,0.0,0.0057581573896353,0.0,0.1747205041087255
1,0.0,,0.0,1.0,0.03125,0.0,1.0
2,0.1220285261489697,,0.25,0.4817543837577254,0.1026283434865895,0.1785714285714285,0.1824197681714861
3,0.2266244057052302,,0.25,0.4898143474556266,0.0972777678591874,0.1785714285714285,0.1824212110608213
4,0.0412044374009508,,0.15625,0.4062211193147193,0.0621623511581433,0.5,0.1795363926389175
5,0.0047543581616481,,0.0625,1.0976999412264405e-06,0.0330626145777782,0.0,0.176644834947353
6,0.0015847860538827,,0.09375,1.6259069091306389e-06,0.0467747505620723,0.3333333333333333,0.1776067601258534
7,0.0031695721077654,,0.09375,1.6259069091306389e-06,0.0467747505620723,0.3333333333333333,0.1776067601258534
8,0.0,,0.09375,0.3256227547091133,0.0375657813429274,1.0,0.1776135003563619
9,0.0126782884310618,,0.0625,0.1511095554646566,0.0282842998598376,0.0,0.1766472433767042
10,0.0,,0.03125,0.1157608227986841,0.0160939202316044,0.0,0.1756853172348248
11,0.0015847860538827,,0.0625,1.0976999412264405e-06,0.0330626145777782,0.0,0.176644834947353
12,0.0,,0.0,0.0,0.0057581573896353,0.0,0.1747205041087255
13,0.0,,0.03125,0.0960053024967312,0.0163257570508114,0.0,0.1756838748256096
14,0.0,,0.09375,0.3256227547091133,0.0375657813429274,1.0,0.1776135003563619
15,0.0,,0.0,0.0,0.0057581573896353,0.0,0.1747205041087255
16,0.0,,0.0,0.0,0.0057581573896353,0.0,0.1747205041087255
17,0.0,,0.0625,1.3105840929338054e-06,0.0322638493748096,1.0,0.176645315909943
18,0.0,,0.03125,0.1138566294136978,0.0166624188397822,0.0,0.1756853165133786
19,0.0,,0.0,0.0,0.0057581573896353,0.0,0.1747205041087255
20,0.0,,0.03125,0.1138566294136978,0.0166624188397822,0.0,0.1756853165133786
21,0.0,,0.0,0.0,0.0057581573896353,0.0,0.1747205041087255
22,0.0,,0.03125,0.1138566294136978,0.0166624188397822,0.0,0.1756853165133786
23,0.0,,0.0,0.0,0.0057581573896353,0.0,0.1747205041087255
24,0.0665610142630744,,0.09375,0.0435851733874866,0.0441748962660598,0.0,0.1776072427736318
25,0.011093502377179,,0.09375,0.0530590677411424,0.0402479042835378,0.3333333333333333,0.1776077242182697
26,0.011093502377179,,0.09375,0.0348944240370233,0.0411666071403344,0.3333333333333333,0.1776077227754933
27,0.0,,0.03125,0.0025790512609295,0.0211738053256162,0.0,0.1756824288062635
28,0.1188589540412042,,0.09375,0.1386023012211221,0.0400137140288445,0.0,0.1776101297594166
29,0.0396196513470681,,0.0625,0.1278137684132695,0.0275825761850633,0.0,0.1766477233770006
30,0.0443740095087163,,0.0625,0.0109106413209301,0.036272113059135,0.0,0.1766443539856071
31,0.0015847860538827,,0.0625,0.1495698993660041,0.0286832462267347,0.0,0.1766472426556187
32,0.0206022187004754,,0.09375,0.0509963285794539,0.0405481972513407,0.3333333333333333,0.1776072432555587
33,0.0,,0.0,1.0,0.03125,0.0,1.0
34,0.0,,0.0,1.0,0.03125,0.0,1.0
