id,betweenness,closeness,degree,eigenvector,page,clustering,katz
0,0.0,,0.0,0.0,0.0041493775933609,0.0,0.1600788437409612
1,0.1016949152542373,,0.2702702702702703,0.3260975028832871,0.0491647490561066,0.3333333333333333,0.1689154343818829
2,0.0433145009416195,,0.2432432432432432,0.3294358477744376,0.0429719209658,0.4444444444444444,0.1680341203100029
3,0.0376647834274952,,0.1351351351351351,0.0194723036335149,0.0307726705241703,0.0,0.1644920414270345
4,0.0338983050847457,,0.054054054054054,0.0167707983236796,0.016337602743337,0.0,0.1618423602708615
5,0.0037664783427495,,0.081081081081081,0.0846936496615853,0.0185731952274205,0.3333333333333333,0.1627289781635141
6,0.0018832391713747,,0.081081081081081,0.1153499416401543,0.0176038300315152,0.6666666666666666,0.1627316291882042
7,0.0282485875706214,,0.2432432432432432,0.3251147983603903,0.0433517016104392,0.5,0.1680323554698079
8,0.1638418079096045,,0.2972972972972973,0.3288853682508216,0.0592584590719809,0.2909090909090909,0.1697949871500371
9,0.0,,0.1351351351351351,0.2132244309038778,0.0258585452943771,0.8,0.1645013343889758
10,0.0,,0.081081081081081,0.1336578519521378,0.0172221127850616,1.0,0.1627333966822279
11,0.0282485875706214,,0.1351351351351351,0.2060547139905478,0.0251715502837726,0.5,0.1645022157029147
12,0.0866290018832392,,0.1621621621621621,0.2122739043250516,0.0300155080476683,0.3333333333333333,0.1653844159487547
13,0.0,,0.1081081081081081,0.1943430738065902,0.0205788876020725,0.8333333333333334,0.1636191336954757
14,0.0451977401129943,,0.1621621621621621,0.0280932039269644,0.0345905948029369,0.0,0.1653720438848261
15,0.0621468926553672,,0.1891891891891892,0.039804844110922,0.0391832574846371,0.0,0.1662551258922651
16,0.0131826741996233,,0.081081081081081,0.0232072028073454,0.0186775834789748,0.0,0.1627276488743892
17,0.0282485875706214,,0.054054054054054,0.0050155678914826,0.0163242128379697,0.0,0.1618427993792581
18,0.0809792843691149,,0.1891891891891892,0.0445909484491195,0.0389959252697661,0.0,0.1662555667745054
19,0.0772128060263653,,0.1621621621621621,0.0846322695287181,0.0324187951607151,0.0,0.1653755773505864
20,0.0,,0.027027027027027,0.0455112950414144,0.0087284403388679,0.0,0.1609641354534146
21,0.0018832391713747,,0.054054054054054,0.0573645425175863,0.013681329099523,0.0,0.1618463354825833
22,0.1770244821092278,,0.2702702702702703,0.2490683371608219,0.051566705000234,0.1555555555555555,0.1689123340797302
23,0.0451977401129943,,0.1891891891891892,0.2279260056266387,0.03597124414362,0.238095238095238,0.1662661746604534
24,0.0,,0.027027027027027,0.0455112950414144,0.0087284403388679,0.0,0.1609641354534146
25,0.0018832391713747,,0.081081081081081,0.0155667216893529,0.0185428981786942,0.0,0.1627289677654691
26,0.0414312617702448,,0.1081081081081081,0.0449412835666127,0.0227950951338667,0.0,0.1636120541922656
27,0.0903954802259887,,0.1621621621621621,0.0635964302721062,0.0332060408330967,0.0666666666666666,0.1653773355654312
28,0.0207156308851224,,0.081081081081081,0.0438623002674826,0.0181908486447184,0.0,0.1627302961492208
29,0.0,,0.081081081081081,0.0155667216893529,0.0185428981786942,0.0,0.1627289677654691
30,0.007532956685499,,0.081081081081081,0.0748075062803061,0.0176046734536887,0.3333333333333333,0.1627303043195504
31,0.0,,0.054054054054054,0.0453221812875677,0.0134992891190548,1.0,0.1618458943759034
32,0.0470809792843691,,0.1081081081081081,0.0784491608293416,0.0233729016145871,0.1666666666666666,0.1636120606010644
33,0.0225988700564971,,0.1081081081081081,0.0856565285584081,0.0233077118477398,0.0,0.1636116208269249
34,0.0018832391713747,,0.081081081081081,0.0729221938144136,0.0188412213234622,0.3333333333333333,0.1627276552963603
35,0.1657250470809792,,0.3783783783783784,0.4237628148741958,0.0674918546169684,0.3076923076923077,0.1724442477521075
36,0.0,,0.0,1.0,0.027027027027027,0.0,1.0
37,0.0583804143126176,,0.1081081081081081,0.1161778077904603,0.0247079282622314,0.3333333333333333,0.1636133854650737
38,0.0,,0.0,1.0,0.027027027027027,0.0,1.0
39,0.0,,0.0,1.0,0.027027027027027,0.0,1.0
